"city","check","actual","expected","status","severity"
"winterthur","soft inbound uses domestic-worker benchmark within per-pair rounding","1757","1770.7","pass","high"
"winterthur","Original FSO 2020 inbound total","36580","36580","pass","high"
"winterthur","Every mapped FSO inbound pair matches original","0","0","pass","high"
"winterthur","Original FSO 2020 outbound total","30590","30590","pass","high"
"winterthur","Every mapped FSO outbound pair matches original","0","0","pass","high"
"winterthur","Population follows the routed departure and arrival model","0","0","pass","high"
"winterthur","No nonlocal active journeys affect the chart","0","0","pass","high"
"lucerne","Unique corridor keys","0","0","pass","high"
"lucerne","Valid corridor values","0","0","pass","high"
"lucerne","Corridor count agrees with summary","1697","1697","pass","high"
"lucerne","car cache references current corridors","0","0","pass","medium"
"lucerne","rail cache references current corridors","0","0","pass","medium"
"lucerne","active cache references current corridors","0","0","pass","medium"
"lucerne","Route geometry and travel times","0","0","pass","high"
"lucerne","Route endpoint snap within review threshold","0","0","pass","medium"
"lucerne","Rail edge and station integrity","0","0","pass","high"
"lucerne","Car coverage inbound at least 95% of mapped estimates","95.75118966689327","95","pass","high"
"lucerne","Car coverage outbound at least 95% of mapped estimates","95.2994692949204","95","pass","high"
"lucerne","Mode filters add to all-mode population within rounding","1","2","pass","high"
"lucerne","No modes gives zero population change","0","0","pass","high"
"lucerne","foreignInbound rows conserve mapped summary","235","235","pass","high"
"lucerne","foreignInbound population scope matches summary","235","235","pass","high"
"lucerne","swissInbound rows conserve mapped summary","39617","39617","pass","high"
"lucerne","swissInbound population scope matches summary","40921","40921","pass","high"
"lucerne","swissOutbound rows conserve mapped summary","18289","18289","pass","high"
"lucerne","swissOutbound population scope matches summary","19182","19182","pass","high"
"lucerne","Original resident mode counts are available","true","true","pass","high"
"lucerne","FSO 2023 car share copied accurately","0.2848201574126306","0.2848201574126306","pass","high"
"lucerne","FSO 2023 transit share copied accurately","0.4340666720391114","0.4340666720391114","pass","high"
"lucerne","FSO 2023 soft share copied accurately","0.28111317054825796","0.28111317054825796","pass","high"
"lucerne","Original border-worker total is available","true","true","pass","high"
"lucerne","FSO Q4 2025 border-worker total rounded correctly","235","235","pass","high"
"lucerne","car inbound uses domestic-worker benchmark within per-pair rounding","17585","17607.555555555555","pass","high"
"lucerne","transit inbound uses domestic-worker benchmark within per-pair rounding","18400","18407.89898989899","pass","high"
"lucerne","soft inbound uses domestic-worker benchmark within per-pair rounding","3632","3601.5454545454545","pass","high"
"lucerne","Original FSO 2020 inbound total","40921","40921","pass","high"
"lucerne","Every mapped FSO inbound pair matches original","0","0","pass","high"
"lucerne","Original FSO 2020 outbound total","19182","19182","pass","high"
"lucerne","Every mapped FSO outbound pair matches original","0","0","pass","high"
"lucerne","Population follows the routed departure and arrival model","0","0","pass","high"
"lucerne","No nonlocal active journeys affect the chart","0","0","pass","high"
"st-gallen","Unique corridor keys","0","0","pass","high"
"st-gallen","Valid corridor values","0","0","pass","high"
"st-gallen","Corridor count agrees with summary","1208","1208","pass","high"
"st-gallen","car cache references current corridors","0","0","pass","medium"
"st-gallen","rail cache references current corridors","0","0","pass","medium"
"st-gallen","active cache references current corridors","0","0","pass","medium"
"st-gallen","Route geometry and travel times","0","0","pass","high"
"st-gallen","Route endpoint snap within review threshold","0","0","pass","medium"
"st-gallen","Rail edge and station integrity","0","0","pass","high"
"st-gallen","Car coverage inbound at least 95% of mapped estimates","95.10954170938224","95","pass","high"
"st-gallen","Car coverage outbound at least 95% of mapped estimates","95.21607168665992","95","pass","high"
"st-gallen","Mode filters add to all-mode population within rounding","1","2","pass","high"
"st-gallen","No modes gives zero population change","0","0","pass","high"
"st-gallen","foreignInbound rows conserve mapped summary","1668","1668","pass","high"
"st-gallen","foreignInbound population scope matches summary","1668","1668","pass","high"
"st-gallen","swissInbound rows conserve mapped summary","45851","45851","pass","high"
"st-gallen","swissInbound population scope matches summary","46841","46841","pass","high"
"st-gallen","swissOutbound rows conserve mapped summary","12551","12551","pass","high"
"st-gallen","swissOutbound population scope matches summary","12938","12938","pass","high"
"st-gallen","Original resident mode counts are available","true","true","pass","high"
"st-gallen","FSO 2023 car share copied accurately","0.3903067197377663","0.3903067197377663","pass","high"
"st-gallen","FSO 2023 transit share copied accurately","0.39083352844767033","0.39083352844767033","pass","high"
"st-gallen","FSO 2023 soft share copied accurately","0.21885975181456332","0.21885975181456332","pass","high"
"st-gallen","Original border-worker total is available","true","true","pass","high"
"st-gallen","FSO Q4 2025 border-worker total rounded correctly","1668","1668","pass","high"
"st-gallen","car inbound uses domestic-worker benchmark within per-pair rounding","25685","25676.56","pass","high"
"st-gallen","transit inbound uses domestic-worker benchmark within per-pair rounding","19271","19257.42","pass","high"
"st-gallen","soft inbound uses domestic-worker benchmark within per-pair rounding","895","917.02","pass","high"
"st-gallen","Original FSO 2020 inbound total","46841","46841","pass","high"
"st-gallen","Every mapped FSO inbound pair matches original","0","0","pass","high"
"st-gallen","Original FSO 2020 outbound total","12938","12938","pass","high"
"st-gallen","Every mapped FSO outbound pair matches original","0","0","pass","high"
"st-gallen","Population follows the routed departure and arrival model","0","0","pass","high"
"st-gallen","No nonlocal active journeys affect the chart","0","0","pass","high"
"lugano","Unique corridor keys","0","0","pass","high"
"lugano","Valid corridor values","0","0","pass","high"
"lugano","Corridor count agrees with summary","588","588","pass","high"
"lugano","car cache references current corridors","0","0","pass","medium"
"lugano","rail cache references current corridors","0","0","pass","medium"
"lugano","active cache references current corridors","0","0","pass","medium"
"lugano","Route geometry and travel times","0","0","pass","high"
"lugano","Route endpoint snap within review threshold","0","0","pass","medium"
"lugano","Rail edge and station integrity","0","0","pass","high"
"lugano","Car coverage inbound at least 95% of mapped estimates","95.03868912152936","95","pass","high"
"lugano","Car coverage outbound at least 95% of mapped estimates","95.14854183701281","95","pass","high"
"lugano","Mode filters add to all-mode population within rounding","1","2","pass","high"
"lugano","No modes gives zero population change","0","0","pass","high"
"lugano","foreignInbound rows conserve mapped summary","15663","15663","pass","high"
"lugano","foreignInbound population scope matches summary","15663","15663","pass","high"
"lugano","swissInbound rows conserve mapped summary","18165","18165","pass","high"
"lugano","swissInbound population scope matches summary","18248","18248","pass","high"
"lugano","swissOutbound rows conserve mapped summary","7131","7131","pass","high"
"lugano","swissOutbound population scope matches summary","7197","7197","pass","high"
"lugano","Original resident mode counts are available","true","true","pass","high"
"lugano","FSO 2023 car share copied accurately","0.5146548131684956","0.5146548131684956","pass","high"
"lugano","FSO 2023 transit share copied accurately","0.2521183497708015","0.2521183497708015","pass","high"
"lugano","FSO 2023 soft share copied accurately","0.23322683706070288","0.23322683706070288","pass","high"
"lugano","Original border-worker total is available","true","true","pass","high"
"lugano","FSO Q4 2025 border-worker total rounded correctly","15663","15663","pass","high"
"lugano","Original FSO 2020 inbound total","18248","18248","pass","high"
"lugano","Every mapped FSO inbound pair matches original","0","0","pass","high"
"lugano","Original FSO 2020 outbound total","7197","7197","pass","high"
"lugano","Every mapped FSO outbound pair matches original","0","0","pass","high"
"lugano","Population follows the routed departure and arrival model","0","0","pass","high"
"lugano","No nonlocal active journeys affect the chart","0","0","pass","high"
"biel-bienne","Unique corridor keys","0","0","pass","high"
"biel-bienne","Valid corridor values","0","0","pass","high"
"biel-bienne","Corridor count agrees with summary","1385","1385","pass","high"
"biel-bienne","car cache references current corridors","0","0","pass","medium"
"biel-bienne","rail cache references current corridors","0","0","pass","medium"
"biel-bienne","active cache references current corridors","0","0","pass","medium"
"biel-bienne","Route geometry and travel times","0","0","pass","high"
"biel-bienne","Route endpoint snap within review threshold","0","0","pass","medium"
"biel-bienne","Rail edge and station integrity","0","0","pass","high"
"biel-bienne","Car coverage inbound at least 95% of mapped estimates","95.22524199553239","95","pass","high"
"biel-bienne","Car coverage outbound at least 95% of mapped estimates","95.15076157911098","95","pass","high"
"biel-bienne","Mode filters add to all-mode population within rounding","1","2","pass","high"
"biel-bienne","No modes gives zero population change","0","0","pass","high"
"biel-bienne","foreignInbound rows conserve mapped summary","558","558","pass","high"
"biel-bienne","foreignInbound population scope matches summary","558","558","pass","high"
"biel-bienne","swissInbound rows conserve mapped summary","20955","20955","pass","high"
"biel-bienne","swissInbound population scope matches summary","22117","22117","pass","high"
"biel-bienne","swissOutbound rows conserve mapped summary","9737","9737","pass","high"
"biel-bienne","swissOutbound population scope matches summary","10854","10854","pass","high"
"biel-bienne","Original resident mode counts are available","true","true","pass","high"
"biel-bienne","FSO 2023 car share copied accurately","0.32612915749967647","0.32612915749967647","pass","high"
"biel-bienne","FSO 2023 transit share copied accurately","0.41370087571718217","0.41370087571718217","pass","high"
"biel-bienne","FSO 2023 soft share copied accurately","0.26016996678314136","0.26016996678314136","pass","high"
"biel-bienne","Original border-worker total is available","true","true","pass","high"
"biel-bienne","FSO Q4 2025 border-worker total rounded correctly","558","558","pass","high"
"biel-bienne","Original FSO 2020 inbound total","22117","22117","pass","high"
"biel-bienne","Every mapped FSO inbound pair matches original","0","0","pass","high"
"biel-bienne","Original FSO 2020 outbound total","10854","10854","pass","high"
"biel-bienne","Every mapped FSO outbound pair matches original","0","0","pass","high"
"biel-bienne","Population follows the routed departure and arrival model","0","0","pass","high"
"biel-bienne","No nonlocal active journeys affect the chart","0","0","pass","high"
"schaffhausen","Unique corridor keys","0","0","pass","high"
"schaffhausen","Valid corridor values","0","0","pass","high"
"schaffhausen","Corridor count agrees with summary","672","672","pass","high"
"schaffhausen","car cache references current corridors","0","0","pass","medium"
"schaffhausen","rail cache references current corridors","0","0","pass","medium"
"schaffhausen","active cache references current corridors","0","0","pass","medium"
"schaffhausen","Route geometry and travel times","0","0","pass","high"
"schaffhausen","Route endpoint snap within review threshold","0","0","pass","medium"
"schaffhausen","Rail edge and station integrity","0","0","pass","high"
"schaffhausen","Car coverage inbound at least 95% of mapped estimates","95.02640845070422","95","pass","high"
"schaffhausen","Car coverage outbound at least 95% of mapped estimates","95.11278195488721","95","pass","high"
"schaffhausen","Mode filters add to all-mode population within rounding","1","2","pass","high"
"schaffhausen","No modes gives zero population change","0","0","pass","high"
"schaffhausen","foreignInbound rows conserve mapped summary","3218","3218","pass","high"
"schaffhausen","foreignInbound population scope matches summary","3218","3218","pass","high"
"schaffhausen","swissInbound rows conserve mapped summary","10731","10731","pass","high"
"schaffhausen","swissInbound population scope matches summary","12322","12322","pass","high"
"schaffhausen","swissOutbound rows conserve mapped summary","5563","5563","pass","high"
"schaffhausen","swissOutbound population scope matches summary","7764","7764","pass","high"
"schaffhausen","Original resident mode counts are available","true","true","pass","high"
"schaffhausen","FSO 2023 car share copied accurately","0.42188879082082964","0.42188879082082964","pass","high"
"schaffhausen","FSO 2023 transit share copied accurately","0.38563863321144876","0.38563863321144876","pass","high"
"schaffhausen","FSO 2023 soft share copied accurately","0.1924725759677216","0.1924725759677216","pass","high"
"schaffhausen","Original border-worker total is available","true","true","pass","high"
"schaffhausen","FSO Q4 2025 border-worker total rounded correctly","3218","3218","pass","high"
"schaffhausen","Original FSO 2020 inbound total","12322","12322","pass","high"
"schaffhausen","Every mapped FSO inbound pair matches original","0","0","pass","high"
"schaffhausen","Original FSO 2020 outbound total","7764","7764","pass","high"
"schaffhausen","Every mapped FSO outbound pair matches original","0","0","pass","high"
"schaffhausen","Population follows the routed departure and arrival model","0","0","pass","high"
"schaffhausen","No nonlocal active journeys affect the chart","0","0","pass","high"
"la-chaux-de-fonds","Unique corridor keys","0","0","pass","high"
"la-chaux-de-fonds","Valid corridor values","0","0","pass","high"
"la-chaux-de-fonds","Corridor count agrees with summary","453","453","pass","high"
"la-chaux-de-fonds","car cache references current corridors","0","0","pass","medium"
"la-chaux-de-fonds","rail cache references current corridors","0","0","pass","medium"
"la-chaux-de-fonds","active cache references current corridors","0","0","pass","medium"
"la-chaux-de-fonds","Route geometry and travel times","0","0","pass","high"
"la-chaux-de-fonds","Route endpoint snap within review threshold","0","0","pass","medium"
"la-chaux-de-fonds","Rail edge and station integrity","0","0","pass","high"
"la-chaux-de-fonds","Car coverage inbound at least 95% of mapped estimates","95.35650089874176","95","pass","high"
"la-chaux-de-fonds","Car coverage outbound at least 95% of mapped estimates","95.44025157232704","95","pass","high"
"la-chaux-de-fonds","Mode filters add to all-mode population within rounding","1","2","pass","high"
"la-chaux-de-fonds","No modes gives zero population change","0","0","pass","high"
"la-chaux-de-fonds","foreignInbound rows conserve mapped summary","5580","5580","pass","high"
"la-chaux-de-fonds","foreignInbound population scope matches summary","5580","5580","pass","high"
"la-chaux-de-fonds","swissInbound rows conserve mapped summary","7012","7012","pass","high"
"la-chaux-de-fonds","swissInbound population scope matches summary","7469","7469","pass","high"
"la-chaux-de-fonds","swissOutbound rows conserve mapped summary","4658","4658","pass","high"
"la-chaux-de-fonds","swissOutbound population scope matches summary","5158","5158","pass","high"
"la-chaux-de-fonds","Original resident mode counts are available","true","true","pass","high"
"la-chaux-de-fonds","FSO 2023 car share copied accurately","0.5491003982969372","0.5491003982969372","pass","high"
"la-chaux-de-fonds","FSO 2023 transit share copied accurately","0.2673396511468205","0.2673396511468205","pass","high"
"la-chaux-de-fonds","FSO 2023 soft share copied accurately","0.18355995055624227","0.18355995055624227","pass","high"
"la-chaux-de-fonds","Original border-worker total is available","true","true","pass","high"
"la-chaux-de-fonds","FSO Q4 2025 border-worker total rounded correctly","5580","5580","pass","high"
"la-chaux-de-fonds","Original FSO 2020 inbound total","7469","7469","pass","high"
"la-chaux-de-fonds","Every mapped FSO inbound pair matches original","0","0","pass","high"
"la-chaux-de-fonds","Original FSO 2020 outbound total","5158","5158","pass","high"
"la-chaux-de-fonds","Every mapped FSO outbound pair matches original","0","0","pass","high"
"la-chaux-de-fonds","Population follows the routed departure and arrival model","0","0","pass","high"
"la-chaux-de-fonds","No nonlocal active journeys affect the chart","0","0","pass","high"
"chiasso","Unique corridor keys","0","0","pass","high"
"chiasso","Valid corridor values","0","0","pass","high"
"chiasso","Corridor count agrees with summary","261","261","pass","high"
"chiasso","car cache references current corridors","0","0","pass","medium"
"chiasso","rail cache references current corridors","0","0","pass","medium"
"chiasso","active cache references current corridors","0","0","pass","medium"
"chiasso","Route geometry and travel times","0","0","pass","high"
"chiasso","Route endpoint snap within review threshold","0","0","pass","medium"
"chiasso","Rail edge and station integrity","0","0","pass","high"
"chiasso","Car coverage inbound at least 95% of mapped estimates","95.35951045385008","95","pass","high"
"chiasso","Car coverage outbound at least 95% of mapped estimates","95.32710280373831","95","pass","high"
"chiasso","Mode filters add to all-mode population within rounding","1","2","pass","high"
"chiasso","No modes gives zero population change","0","0","pass","high"
"chiasso","foreignInbound rows conserve mapped summary","5590","5590","pass","high"
"chiasso","foreignInbound population scope matches summary","5590","5590","pass","high"
"chiasso","swissInbound rows conserve mapped summary","2600","2600","pass","high"
"chiasso","swissInbound population scope matches summary","2890","2890","pass","high"
"chiasso","swissOutbound rows conserve mapped summary","939","939","pass","high"
"chiasso","swissOutbound population scope matches summary","1333","1333","pass","high"
"chiasso","Original resident mode counts are available","true","true","pass","high"
"chiasso","FSO 2023 car share copied accurately","0.4536489151873767","0.4536489151873767","pass","high"
"chiasso","FSO 2023 transit share copied accurately","0.29289940828402367","0.29289940828402367","pass","high"
"chiasso","FSO 2023 soft share copied accurately","0.2534516765285996","0.2534516765285996","pass","high"
"chiasso","Original border-worker total is available","true","true","pass","high"
"chiasso","FSO Q4 2025 border-worker total rounded correctly","5590","5590","pass","high"
"chiasso","Original FSO 2020 inbound total","2890","2890","pass","high"
"chiasso","Every mapped FSO inbound pair matches original","0","0","pass","high"
"chiasso","Original FSO 2020 outbound total","1333","1333","pass","high"
"chiasso","Every mapped FSO outbound pair matches original","0","0","pass","high"
"chiasso","Population follows the routed departure and arrival model","0","0","pass","high"
"chiasso","No nonlocal active journeys affect the chart","0","0","pass","high"
"mendrisio","Unique corridor keys","0","0","pass","high"
"mendrisio","Valid corridor values","0","0","pass","high"
"mendrisio","Corridor count agrees with summary","339","339","pass","high"
"mendrisio","car cache references current corridors","0","0","pass","medium"
"mendrisio","rail cache references current corridors","0","0","pass","medium"
"mendrisio","active cache references current corridors","0","0","pass","medium"
"mendrisio","Route geometry and travel times","0","0","pass","high"
